89,(6, 14, 4),1
90,(6, 14, 5),1
91,(6, 18, 1),0
92,(6, 18, 2),0
93,(6, 18, 3),0
94,(6, 18, 4),0
95,(6, 18, 5),0
96,(6, 18, 1),1
97,(6, 18, 2),1
98,(6, 18, 3),1
99,(6, 18, 4),1
100,(6, 18, 5),1
101,(10, 2, 1),0
102,(10, 2, 2),0
103,(10, 2, 3),0
104,(10, 2, 4),0
105,(10, 2, 5),0
106,(10, 2, 1),1
107,(10, 2, 2),1
108,(10, 2, 3),1
109,(10, 2, 4),1
110,(10, 2, 5),1
111,(10, 6, 1),0
112,(10, 6, 2),0
113,(10, 6, 3),0
114,(10, 6, 4),0
115,(10, 6, 5),0
116,(10, 6, 1),1
117,(10, 6, 2),1
118,(10, 6, 3),1
119,(10, 6, 4),1
120,(10, 6, 5),1
121,(10, 10, 1),0
122,(10, 10, 2),0
123,(10, 10, 3),0
124,(10, 10, 4),0
125,(10, 10, 5),0
126,(10, 10, 1),1
127,(10, 10, 2),1
128,(10, 10, 3),1
129,(10, 10, 4),1
130,(10, 10, 5),1
131,(10, 14, 1),0
132,(10, 14, 2),0
133,(10, 14, 3),0
134,(10, 14, 4),0
135,(10, 14, 5),0
136,(10, 14, 1),1
137,(10, 14, 2),1
138,(10, 14, 3),1
139,(10, 14, 4),1
140,(10, 14, 5),1
141,(10, 18, 1),0
142,(10, 18, 2),0
143,(10, 18, 3),0
144,(10, 18, 4),0
145,(10, 18, 5),0
146,(10, 18, 1),1
147,(10, 18, 2),1
148,(10, 18, 3),1
149,(10, 18, 4),1
150,(10, 18, 5),1
151,(14, 2, 1),0
152,(14, 2, 2),0
153,(14, 2, 3),0
154,(14, 2, 4),0
155,(14, 2, 5),0
156,(14, 2, 1),1
157,(14, 2, 2),1
158,(14, 2, 3),1
159,(14, 2, 4),1
160,(14, 2, 5),1
161,(14, 6, 1),0
162,(14, 6, 2),0
163,(14, 6, 3),0
164,(14, 6, 4),0
165,(14, 6, 5),0
166,(14, 6, 1),1
167,(14, 6, 2),1
168,(14, 6, 3),1
169,(14, 6, 4),1
170,(14, 6, 5),1
171,(14, 10, 1),0
172,(14, 10, 2),0
173,(14, 10, 3),0
174,(14, 10, 4),0
175,(14, 10, 5),0
176,(14, 10, 1),1
177,(14, 10, 2),1
178,(14, 10, 3),1
179,(14, 10, 4),1
180,(14, 10, 5),1
181,(14, 14, 1),0
182,(14, 14, 2),0
183,(14, 14, 3),0
184,(14, 14, 4),0
185,(14, 14, 5),0
186,(14, 14, 1),1
187,(14, 14, 2),1
188,(14, 14, 3),1
189,(14, 14, 4),1
190,(14, 14, 5),1
191,(14, 18, 1),0
192,(14, 18, 2),0
193,(14, 18, 3),0
194,(14, 18, 4),0
195,(14, 18, 5),0
196,(14, 18, 1),1
197,(14, 18, 2),1
198,(14, 18, 3),1
199,(14, 18, 4),1
200,(14, 18, 5),1
201,(18, 2, 1),0
202,(18, 2, 2),0
203,(18, 2, 3),0
204,(18, 2, 4),0
205,(18, 2, 5),0
206,(18, 2, 1),1
207,(18, 2, 2),1
208,(18, 2, 3),1
209,(18, 2, 4),1
210,(18, 2, 5),1
211,(18, 2, 1),3
212,(18, 2, 2),3
213,(18, 2, 3),3
214,(18, 2, 4),3
215,(18, 2, 5),3
216,(18, 6, 1),0
217,(18, 6, 2),0
218,(18, 6, 3),0
219,(18, 6, 4),0
220,(18, 6, 5),0
221,(18, 6, 1),1
222,(18, 6, 2),1
223,(18, 6, 3),1
224,(18, 6, 4),1
225,(18, 6, 5),1
226,(18, 10, 1),0
227,(18, 10, 2),0
228,(18, 10, 3),0
229,(18, 10, 4),0
230,(18, 10, 5),0
231,(18, 10, 1),1
232,(18, 10, 2),1
233,(18, 10, 3),1
234,(18, 10, 4),1
235,(18, 10, 5),1
236,(18, 14, 1),0
237,(18, 14, 2),0
238,(18, 14, 3),0
239,(18, 14, 4),0
240,(18, 14, 5),0
241,(18, 14, 1),1
242,(18, 14, 2),1
243,(18, 14, 3),1
244,(18, 14, 4),1
245,(18, 14, 5),1
246,(18, 18, 1),0
247,(18, 18, 2),0
248,(18, 18, 3),0
249,(18, 18, 4),0
250,(18, 18, 5),0
251,(18, 18, 1),1
252,(18, 18, 2),1
253,(18, 18, 3),1
254,(18, 18, 4),1
255,(18, 18, 5),1
256,(18, 18, 1),2
257,(18, 18, 2),2
258,(18, 18, 3),2
259,(18, 18, 4),2
260,(18, 18, 5),2
